,LINK_ID,store_name,store_addr,lat_x,lot_x,도로_x,layer,path,지역,구로구,동,도로_y,유동인구_평균,lat_y,lot_y,일자,요일,도로명,링크아이디,시점명,종점명,방향,거리,차선수,기능유형구분,도심/외곽구분,권역구분,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
13613,1150009800,화곡DT,서울특별시 강서구 등촌로 57 (화곡동)1522-3232,37.535149,126.863232,등촌로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,화곡4동,등촌로,17986,37.535149,126.863232,20210705,월,등촌로,1150009800,등촌역,목동사거리,하행,2155,2,보조간선도로,외곽,양천구,29.27,31.61,29.27,30.27,37.72,27.13,26.24,23.29,16.36,18.99,20.6,23.57,24.55,24.42,24.28,22.89,20.72,18.96,17.19,21.79,23.33,25.2,27.04,27.5
13620,1150009800,화곡DT,서울특별시 강서구 등촌로 57 (화곡동)1522-3232,37.535149,126.863232,등촌로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,화곡4동,등촌로,17986,37.535149,126.863232,20210712,월,등촌로,1150009800,등촌역,목동사거리,하행,2155,2,보조간선도로,외곽,양천구,28.39,27.52,30.83,29.47,30.9,29.87,27.36,23.26,19.03,22.17,24.22,23.75,24.58,23.07,22.39,24.51,22.9,21.73,21.82,22.23,24.17,25.66,26.02,28.55
13627,1150009800,화곡DT,서울특별시 강서구 등촌로 57 (화곡동)1522-3232,37.535149,126.863232,등촌로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,화곡4동,등촌로,17986,37.535149,126.863232,20210719,월,등촌로,1150009800,등촌역,목동사거리,하행,2155,2,보조간선도로,외곽,양천구,28.43,31.12,27.69,29.89,33.07,30.37,28.37,26.07,24.84,22.28,23.22,23.15,24.5,24.49,23.02,23.73,20.37,18.63,19.23,21.6,24.46,25.11,25.7,27.15
13634,1150009800,화곡DT,서울특별시 강서구 등촌로 57 (화곡동)1522-3232,37.535149,126.863232,등촌로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,화곡4동,등촌로,17986,37.535149,126.863232,20210726,월,등촌로,1150009800,등촌역,목동사거리,하행,2155,2,보조간선도로,외곽,양천구,27.18,29.4,30.92,31.78,27.46,27.65,26.12,24.26,21.76,19.39,21.82,23.45,24.04,23.04,23.8,23.01,22.01,21.29,20.78,23.93,25.35,26.0,26.86,27.58
13644,1150017000,양천향교역,서울특별시 강서구 강서로 463 (마곡동)1522-3232,37.566964,126.840731,강서로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,가양1동,강서로,48802,37.566964,126.840731,20210705,월,강서로,1150017000,양천향교역,등촌1-10단지,상행,593,3,보조간선도로,외곽,강서구,31.72,34.43,35.46,35.12,28.76,32.92,34.43,34.23,30.31,28.15,25.97,26.14,26.48,23.95,26.5,27.81,26.81,27.3,29.15,28.99,26.64,27.56,28.46,29.18
13651,1150017000,양천향교역,서울특별시 강서구 강서로 463 (마곡동)1522-3232,37.566964,126.840731,강서로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,가양1동,강서로,48802,37.566964,126.840731,20210712,월,강서로,1150017000,양천향교역,등촌1-10단지,상행,593,3,보조간선도로,외곽,강서구,31.05,30.69,32.21,38.56,32.37,31.31,35.84,29.35,29.44,28.12,28.47,24.54,25.66,27.01,27.43,27.68,26.78,27.55,28.53,30.83,26.45,25.44,27.41,30.99
13658,1150017000,양천향교역,서울특별시 강서구 강서로 463 (마곡동)1522-3232,37.566964,126.840731,강서로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,가양1동,강서로,48802,37.566964,126.840731,20210719,월,강서로,1150017000,양천향교역,등촌1-10단지,상행,593,3,보조간선도로,외곽,강서구,30.34,35.18,32.21,34.65,33.27,36.47,37.51,31.52,28.22,28.11,26.53,26.81,26.94,26.25,24.47,27.17,24.62,27.35,27.11,28.21,26.09,24.82,29.39,32.71
13665,1150017000,양천향교역,서울특별시 강서구 강서로 463 (마곡동)1522-3232,37.566964,126.840731,강서로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,가양1동,강서로,48802,37.566964,126.840731,20210726,월,강서로,1150017000,양천향교역,등촌1-10단지,상행,593,3,보조간선도로,외곽,강서구,31.6,34.58,35.09,31.48,30.02,33.43,36.43,29.33,30.81,24.57,27.78,27.3,26.1,24.93,26.72,26.46,26.77,25.95,26.92,27.62,26.72,28.37,30.97,28.92
13675,1140038200,화곡동,서울특별시 강서구 화곡로 142(화곡동)1522-3232,37.5405115,126.8372413,화곡로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,화곡1동,화곡로,47359,37.5405115,126.8372413,20210705,월,화곡로,1140038200,화곡로입구,화곡역,상행,1315,3,보조간선도로,외곽,양천구,25.72,26.52,23.53,22.82,26.41,21.68,18.87,18.43,16.52,12.86,12.83,10.79,12.54,10.73,10.85,13.2,13.94,13.77,15.36,15.37,16.6,17.49,19.45,21.21
13682,1140038200,화곡동,서울특별시 강서구 화곡로 142(화곡동)1522-3232,37.5405115,126.8372413,화곡로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,화곡1동,화곡로,47359,37.5405115,126.8372413,20210712,월,화곡로,1140038200,화곡로입구,화곡역,상행,1315,3,보조간선도로,외곽,양천구,22.39,22.04,21.52,29.31,25.64,20.02,17.79,18.09,16.51,15.69,15.88,17.49,20.08,18.32,17.33,15.52,14.97,12.98,14.92,16.15,18.16,18.94,21.74,20.87
13689,1140038200,화곡동,서울특별시 강서구 화곡로 142(화곡동)1522-3232,37.5405115,126.8372413,화곡로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,화곡1동,화곡로,47359,37.5405115,126.8372413,20210719,월,화곡로,1140038200,화곡로입구,화곡역,상행,1315,3,보조간선도로,외곽,양천구,23.49,23.2,19.62,20.71,24.29,20.31,18.29,18.58,15.63,13.98,14.35,16.69,17.45,17.16,16.2,16.38,15.6,15.09,13.83,14.12,18.55,17.91,19.52,21.33
13696,1140038200,화곡동,서울특별시 강서구 화곡로 142(화곡동)1522-3232,37.5405115,126.8372413,화곡로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,화곡1동,화곡로,47359,37.5405115,126.8372413,20210726,월,화곡로,1140038200,화곡로입구,화곡역,상행,1315,3,보조간선도로,외곽,양천구,24.92,24.1,25.34,25.93,23.0,18.4,17.39,17.91,15.24,12.6,14.42,14.85,15.5,15.65,16.05,16.85,14.68,16.56,17.79,16.56,17.78,19.12,19.32,19.71
13706,1150013400,등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,37.5582043,126.8443392,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,등촌3동,공항대로,39037,37.5582043,126.8443392,20210705,월,공항대로41길,1150013400,동현초교,88체육관,하행,411,2,기타도로,외곽,강서구,22.16,23.27,27.98,29.35,21.73,18.87,16.32,15.32,11.93,12.05,13.97,11.04,13.41,12.19,12.02,10.13,11.85,10.54,10.09,12.31,11.05,12.75,13.55,17.95
13713,1150013400,등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,37.5582043,126.8443392,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,등촌3동,공항대로,39037,37.5582043,126.8443392,20210712,월,공항대로41길,1150013400,동현초교,88체육관,하행,411,2,기타도로,외곽,강서구,20.74,14.02,30.12,25.68,18.82,21.12,19.11,14.66,15.67,12.06,12.96,10.82,18.14,12.55,13.3,12.2,10.98,9.85,11.95,11.0,11.79,18.56,11.51,12.73
13720,1150013400,등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,37.5582043,126.8443392,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,등촌3동,공항대로,39037,37.5582043,126.8443392,20210719,월,공항대로41길,1150013400,동현초교,88체육관,하행,411,2,기타도로,외곽,강서구,18.17,21.35,28.13,26.36,19.67,19.0,11.14,18.04,17.47,15.64,13.35,13.76,12.85,13.89,10.14,12.49,10.16,12.02,10.75,12.44,14.29,12.06,15.49,22.78
13727,1150013400,등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,37.5582043,126.8443392,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,등촌3동,공항대로,39037,37.5582043,126.8443392,20210726,월,공항대로41길,1150013400,동현초교,88체육관,하행,411,2,기타도로,외곽,강서구,18.86,25.33,28.13,33.93,23.59,16.33,14.39,10.89,16.74,20.48,13.24,10.85,14.13,13.25,11.74,9.36,11.57,12.01,10.35,11.05,13.22,13.29,16.83,14.42
13737,1150001400,등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,37.5582043,126.8443392,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,등촌3동,공항대로,39037,37.5582043,126.8443392,20210705,월,공항대로,1150001400,강서구청입구,88체육관,하행,737,4,주간선도로,외곽,강서구,31.92,31.74,24.48,22.52,25.26,34.32,33.5,26.77,22.49,21.44,21.72,22.45,21.47,20.48,19.75,20.41,20.62,20.41,21.47,22.33,22.68,22.7,23.45,25.18
13744,1150001400,등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,37.5582043,126.8443392,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,등촌3동,공항대로,39037,37.5582043,126.8443392,20210712,월,공항대로,1150001400,강서구청입구,88체육관,하행,737,4,주간선도로,외곽,강서구,24.1,26.19,26.14,28.41,29.01,33.68,34.58,25.88,21.64,19.57,19.44,20.7,20.93,19.57,19.3,19.03,18.21,19.79,21.18,22.43,21.76,21.16,24.45,26.06
13751,1150001400,등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,37.5582043,126.8443392,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,등촌3동,공항대로,39037,37.5582043,126.8443392,20210719,월,공항대로,1150001400,강서구청입구,88체육관,하행,737,4,주간선도로,외곽,강서구,24.7,26.79,27.4,28.51,26.0,32.25,33.77,26.93,21.94,20.3,19.56,20.0,20.56,20.38,19.94,19.67,20.0,19.78,19.34,20.41,21.74,22.19,22.72,24.83
13758,1150001400,등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,37.5582043,126.8443392,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,등촌3동,공항대로,39037,37.5582043,126.8443392,20210726,월,공항대로,1150001400,강서구청입구,88체육관,하행,737,4,주간선도로,외곽,강서구,24.89,31.2,27.11,26.66,24.51,31.67,32.54,26.12,21.33,20.09,20.62,19.94,18.9,19.05,19.73,19.4,19.93,20.56,21.28,21.63,25.88,28.33,25.77,26.68
13768,1150001800,등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,37.5582043,126.8443392,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,등촌3동,공항대로,39037,37.5582043,126.8443392,20210705,월,공항대로,1150001800,88체육관,발산역,하행,559,4,주간선도로,외곽,강서구,26.11,23.28,26.29,28.79,35.98,32.84,27.65,20.1,10.78,7.46,7.68,9.26,12.81,12.71,10.77,10.79,11.79,12.95,14.58,16.78,20.32,21.84,25.31,25.55
13775,1150001800,등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,37.5582043,126.8443392,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,등촌3동,공항대로,39037,37.5582043,126.8443392,20210712,월,공항대로,1150001800,88체육관,발산역,하행,559,4,주간선도로,외곽,강서구,32.06,29.14,32.82,34.28,29.97,29.22,26.33,19.34,15.33,9.68,8.76,10.87,13.79,15.02,13.54,14.09,13.77,15.24,14.73,17.89,22.24,23.75,27.37,27.6
13782,1150001800,등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,37.5582043,126.8443392,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,등촌3동,공항대로,39037,37.5582043,126.8443392,20210719,월,공항대로,1150001800,88체육관,발산역,하행,559,4,주간선도로,외곽,강서구,32.12,23.94,33.38,33.22,33.59,29.12,25.57,20.45,11.2,9.7,9.27,10.23,15.64,14.57,10.52,12.13,10.45,13.6,13.45,20.51,21.98,25.49,25.97,29.06
13789,1150001800,등촌,서울특별시 강서구 공항대로 329 (등촌동)1522-3232,37.5582043,126.8443392,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,등촌3동,공항대로,39037,37.5582043,126.8443392,20210726,월,공항대로,1150001800,88체육관,발산역,하행,559,4,주간선도로,외곽,강서구,31.96,30.69,21.1,31.12,35.44,31.44,27.19,18.94,11.5,9.37,9.63,12.59,14.37,15.35,12.56,15.0,15.16,16.71,18.86,20.46,21.6,22.76,20.96,21.44
13799,1140000300,염창역,서울특별시 강서구 공항대로 627 (염창동)1522-3232,37.547359,126.874436,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,염창동,공항대로,32346,37.547359,126.874436,20210705,월,공항대로,1140000300,양화교,염창역,하행,665,4,주간선도로,외곽,양천구,32.51,34.55,33.5,36.38,35.11,34.27,32.21,30.11,29.55,29.69,29.97,29.49,30.65,30.6,30.46,28.19,26.53,25.99,23.25,24.2,25.57,27.56,28.18,32.53
13806,1140000300,염창역,서울특별시 강서구 공항대로 627 (염창동)1522-3232,37.547359,126.874436,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,염창동,공항대로,32346,37.547359,126.874436,20210712,월,공항대로,1140000300,양화교,염창역,하행,665,4,주간선도로,외곽,양천구,33.84,32.03,34.8,35.5,35.22,33.11,33.12,27.25,18.17,26.61,30.99,31.29,30.55,31.36,30.55,29.26,27.75,24.93,21.65,22.06,25.14,28.63,30.8,35.55
13813,1140000300,염창역,서울특별시 강서구 공항대로 627 (염창동)1522-3232,37.547359,126.874436,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,염창동,공항대로,32346,37.547359,126.874436,20210719,월,공항대로,1140000300,양화교,염창역,하행,665,4,주간선도로,외곽,양천구,33.53,32.87,33.94,39.29,37.2,34.43,33.07,32.02,31.44,30.4,29.52,29.25,30.29,30.81,30.58,27.95,26.17,23.23,20.58,18.82,19.5,26.93,29.89,32.32
13820,1140000300,염창역,서울특별시 강서구 공항대로 627 (염창동)1522-3232,37.547359,126.874436,공항대로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,염창동,공항대로,32346,37.547359,126.874436,20210726,월,공항대로,1140000300,양화교,염창역,하행,665,4,주간선도로,외곽,양천구,34.02,34.49,35.7,39.61,35.69,36.49,34.25,32.91,30.93,30.28,30.41,30.45,30.33,30.04,29.12,28.05,27.06,24.82,20.07,17.98,25.91,29.89,29.69,33.67
13830,1150008000,까치산역,서울특별시 강서구 강서로13길 3 (화곡동)1522-3232,37.532303,126.846077,강서로13길,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,화곡1동,강서로13길,47359,37.532303,126.846077,20210705,월,강서로,1150008000,화곡터널남단,화곡사거리,상행,355,3,보조간선도로,외곽,강서구,20.36,20.52,23.38,26.2,26.87,20.46,20.31,10.31,8.6,11.97,11.02,9.21,9.54,11.02,11.75,8.61,7.07,11.47,10.74,13.35,19.81,23.24,21.38,21.32
13837,1150008000,까치산역,서울특별시 강서구 강서로13길 3 (화곡동)1522-3232,37.532303,126.846077,강서로13길,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,화곡1동,강서로13길,47359,37.532303,126.846077,20210712,월,강서로,1150008000,화곡터널남단,화곡사거리,상행,355,3,보조간선도로,외곽,강서구,24.46,25.17,23.31,21.91,24.44,22.06,22.21,14.35,12.25,15.82,14.85,13.32,11.5,8.99,7.36,6.97,7.41,8.45,11.44,11.18,18.83,24.22,19.91,20.31
13844,1150008000,까치산역,서울특별시 강서구 강서로13길 3 (화곡동)1522-3232,37.532303,126.846077,강서로13길,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,화곡1동,강서로13길,47359,37.532303,126.846077,20210719,월,강서로,1150008000,화곡터널남단,화곡사거리,상행,355,3,보조간선도로,외곽,강서구,26.0,23.12,28.35,28.35,25.37,22.06,23.92,17.23,11.27,15.22,12.14,11.8,10.18,9.47,9.43,7.41,5.81,6.67,6.32,9.18,16.26,23.07,17.8,19.18
13851,1150008000,까치산역,서울특별시 강서구 강서로13길 3 (화곡동)1522-3232,37.532303,126.846077,강서로13길,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,화곡1동,강서로13길,47359,37.532303,126.846077,20210726,월,강서로,1150008000,화곡터널남단,화곡사거리,상행,355,3,보조간선도로,외곽,강서구,23.77,24.85,25.61,27.01,22.23,19.81,21.31,15.21,11.09,14.64,11.05,10.38,10.84,9.41,9.57,9.42,8.95,9.75,10.38,10.56,17.52,23.1,22.29,22.46
13861,1150086600,마곡나루공원,서울특별시 강서구 마곡중앙5로 47 (마곡동)1522-3232,37.567007,126.822246,마곡중앙5로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,방화1동,마곡중앙5로,32247,37.567007,126.822246,20210705,월,마곡중앙5로,1150086600,신방화역,마곡나루역,상행,998,2,기타도로,외곽,강서구,22.03,25.43,31.12,34.17,26.97,28.13,27.42,23.11,23.66,23.31,25.52,20.51,17.21,22.17,23.19,26.41,23.03,19.43,22.13,27.03,18.7,22.48,23.79,26.34
13868,1150086600,마곡나루공원,서울특별시 강서구 마곡중앙5로 47 (마곡동)1522-3232,37.567007,126.822246,마곡중앙5로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,방화1동,마곡중앙5로,32247,37.567007,126.822246,20210712,월,마곡중앙5로,1150086600,신방화역,마곡나루역,상행,998,2,기타도로,외곽,강서구,26.85,30.77,31.39,28.52,30.42,33.38,31.2,22.6,17.07,22.52,22.51,22.95,29.48,24.84,17.48,23.35,22.89,24.78,22.13,32.4,24.71,22.96,28.86,24.97
13875,1150086600,마곡나루공원,서울특별시 강서구 마곡중앙5로 47 (마곡동)1522-3232,37.567007,126.822246,마곡중앙5로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,방화1동,마곡중앙5로,32247,37.567007,126.822246,20210719,월,마곡중앙5로,1150086600,신방화역,마곡나루역,상행,998,2,기타도로,외곽,강서구,25.1,28.13,29.97,29.92,27.17,32.26,23.65,24.74,21.08,18.28,24.19,24.34,21.82,21.37,23.83,25.72,20.68,21.21,24.66,22.77,23.34,20.9,19.95,25.68
13882,1150086600,마곡나루공원,서울특별시 강서구 마곡중앙5로 47 (마곡동)1522-3232,37.567007,126.822246,마곡중앙5로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,강서구,방화1동,마곡중앙5로,32247,37.567007,126.822246,20210726,월,마곡중앙5로,1150086600,신방화역,마곡나루역,상행,998,2,기타도로,외곽,강서구,22.99,28.01,27.44,28.85,29.95,27.2,24.97,18.48,20.16,18.73,19.72,25.67,25.14,25.65,23.12,24.72,44.09,23.46,25.4,24.83,19.9,22.63,23.18,21.62
13892,1200001900,낙성대역,서울특별시 관악구 남부순환로 1908 (봉천동)1522-3232,37.477946,126.961193,남부순환로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,관악구,보라매동,남부순환로,18871,37.477946,126.961193,20210705,월,남부순환로,1200001900,낙성대입구,낙성대역,상행,240,4,주간선도로,외곽,관악구,36.24,41.25,37.81,41.42,40.74,37.42,29.32,23.01,16.67,25.51,26.56,26.59,27.02,29.44,29.06,30.55,28.92,28.53,29.17,27.52,27.82,31.43,31.04,34.33
13899,1200001900,낙성대역,서울특별시 관악구 남부순환로 1908 (봉천동)1522-3232,37.477946,126.961193,남부순환로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,관악구,보라매동,남부순환로,18871,37.477946,126.961193,20210712,월,남부순환로,1200001900,낙성대입구,낙성대역,상행,240,4,주간선도로,외곽,관악구,38.81,42.28,43.74,46.08,42.57,38.37,30.02,26.05,20.62,25.07,26.58,28.24,28.69,28.94,30.09,30.22,27.06,26.9,27.29,26.81,29.69,32.02,31.39,33.5
13906,1200001900,낙성대역,서울특별시 관악구 남부순환로 1908 (봉천동)1522-3232,37.477946,126.961193,남부순환로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,관악구,보라매동,남부순환로,18871,37.477946,126.961193,20210719,월,남부순환로,1200001900,낙성대입구,낙성대역,상행,240,4,주간선도로,외곽,관악구,36.52,38.69,42.21,41.6,44.05,34.76,28.69,25.9,27.21,25.45,25.64,25.81,27.77,30.51,30.02,30.08,27.9,26.67,29.03,28.88,29.11,29.37,29.83,32.53
13913,1200001900,낙성대역,서울특별시 관악구 남부순환로 1908 (봉천동)1522-3232,37.477946,126.961193,남부순환로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,관악구,보라매동,남부순환로,18871,37.477946,126.961193,20210726,월,남부순환로,1200001900,낙성대입구,낙성대역,상행,240,4,주간선도로,외곽,관악구,38.33,39.11,44.56,44.4,40.98,36.07,31.17,26.18,26.22,27.49,24.68,25.66,27.14,28.27,30.91,29.33,29.01,28.55,27.53,29.6,28.86,30.8,32.94,33.82
13923,1200003900,신림DT,서울특별시 관악구 남부순환로 1419 (신림동)1522-3232,37.480935,126.908407,남부순환로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,관악구,신림동,남부순환로,26927,37.480935,126.908407,20210705,월,남부순환로,1200003900,난곡사거리,구로전화국,하행,960,4,주간선도로,외곽,관악구,28.06,29.96,27.43,31.65,28.75,27.81,28.11,27.36,23.25,23.57,23.43,23.1,24.06,24.68,22.67,23.01,21.14,21.73,25.3,27.98,25.58,23.81,23.88,24.71
13930,1200003900,신림DT,서울특별시 관악구 남부순환로 1419 (신림동)1522-3232,37.480935,126.908407,남부순환로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,관악구,신림동,남부순환로,26927,37.480935,126.908407,20210712,월,남부순환로,1200003900,난곡사거리,구로전화국,하행,960,4,주간선도로,외곽,관악구,31.15,31.26,29.6,30.31,28.52,27.93,26.48,25.97,20.24,22.82,23.82,22.0,23.31,22.37,22.16,21.85,21.25,21.9,24.16,28.36,25.53,23.69,23.69,26.57
13937,1200003900,신림DT,서울특별시 관악구 남부순환로 1419 (신림동)1522-3232,37.480935,126.908407,남부순환로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,관악구,신림동,남부순환로,26927,37.480935,126.908407,20210719,월,남부순환로,1200003900,난곡사거리,구로전화국,하행,960,4,주간선도로,외곽,관악구,30.78,30.05,30.06,27.39,29.6,29.52,28.31,26.51,21.88,23.09,22.89,22.26,23.35,23.14,22.87,22.28,20.42,17.28,8.37,1.62,3.04,4.54,15.97,24.37
13944,1200003900,신림DT,서울특별시 관악구 남부순환로 1419 (신림동)1522-3232,37.480935,126.908407,남부순환로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,관악구,신림동,남부순환로,26927,37.480935,126.908407,20210726,월,남부순환로,1200003900,난곡사거리,구로전화국,하행,960,4,주간선도로,외곽,관악구,31.44,30.29,29.59,31.97,29.62,27.63,27.34,25.19,21.64,24.0,24.47,22.04,21.28,22.94,24.24,22.32,22.37,21.07,25.28,28.16,25.45,24.04,24.08,26.51
13954,1200004800,서울대역,서울특별시 관악구 남부순환로 1817 (봉천동)1522-3232,37.481599,126.9522,남부순환로,starbucks_30_rm,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_30_rm/starbucks_30_rm.shp,서울,관악구,보라매동,남부순환로,18871,37.481599,126.9522,20210705,월,남부순환로,1200004800,서울대입구역,KT관악지점,하행,578,4,주간선도로,외곽,관악구,35.96,36.42,38.41,38.85,38.88,38.53,41.86,38.44,35.38,34.38,34.16,32.34,32.5,34.82,34.91,34.08,32.4,34.27,34.73,32.63,31.92,32.34,33.65,33.57
